Row_ID,Application,Device,Launch_Year,Domain,Developer_comapny,Indian_Sales,China_Sales,Korea_Sales,Other_Sales,Global_Sales,ScorebyCritic,No_ofCritics,ScorebyUser,No_ofUsers,Developer,Overall_Rating
12613,Chuck E. Cheese's Playhouse,DS,2010,Misc,UFO Interactive,0.05,0,0,0,0.05,,,tbd,,UFO Interactive,E
12614,Worms World Party,GBA,2002,Strategy,Ubisoft,0.04,0.01,0,0,0.05,75,4,tbd,,Fluid Studios,E
12615,Medabots: Metabee,GBA,2002,Role-Playing,Natsume,0.04,0.01,0,0,0.05,,,,,,
12616,Alvin and the Chipmunks,Wii,2007,Misc,Eidos Interactive,0.05,0,0,0,0.05,30,4,3.6,20,Sensory Sweep,E
12617,Final Fight: Streetwise,PS2,2006,Action,Capcom,0.03,0.02,0,0.01,0.05,43,36,6.2,11,Capcom,M
12618,Speed Kings,XB,2003,Racing,Acclaim Entertainment,0.04,0.01,0,0,0.05,60,16,8.8,4,Climax Group,E
12619,Rebelstar: Tactical Command,GBA,2005,Strategy,Atari,0.04,0.01,0,0,0.05,78,29,9.1,10,Codo Games,E10+
12620,F1 2010,PC,2010,Racing,Codemasters,0,0.05,0,0.01,0.05,84,15,6.6,99,Codemasters Birmingham,E
12621,Gladiator: Sword of Vengeance,XB,2003,Action,Acclaim Entertainment,0.04,0.01,0,0,0.05,65,25,7.1,7,Acclaim Studios Manchester,M
12622,Minna to Kimi no Piramekino!,DS,2010,Misc,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
12623,Dungeon Keeper 2,PC,1999,Action,Electronic Arts,0,0.05,0,0.01,0.05,,,8.8,100,Bullfrog Productions,M
12624,Bombastic,PS2,2002,Puzzle,Capcom,0.03,0.02,0,0.01,0.05,72,24,7.2,6,Shift,E
12625,NHL Powerplay 98,PS,1997,Sports,Virgin Interactive,0.03,0.02,0,0,0.05,,,,,,
12626,My Amusement Park,DS,2010,Misc,Scholastic Inc.,0.05,0,0,0,0.05,,,tbd,,"Scholastic, Inc.",E
12627,Chocolatier,DS,2010,Misc,Zoo Games,0.05,0,0,0,0.05,,,tbd,,Zoo Games,E
12628,Kid Fit Island Resort,Wii,2010,Sports,Avanquest,0.05,0,0,0,0.05,,,tbd,,Red Wagon Games,E
12629,Jewel Link Chronicles: Mountains of Madness,DS,,Puzzle,Avanquest,0,0.05,0,0.01,0.05,,,tbd,,Avanquest Software,E10+
12630,Olympic Soccer: Atlanta 1996,PS,1996,Sports,U.S. Gold,0.03,0.02,0,0,0.05,,,,,,
12631,Samurai Dou Portable,PSP,2008,Action,Spike,0,0,0.05,0,0.05,,,,,,
12632,Phantasy Star Online Episode I & II Plus,GC,2003,Role-Playing,Sega,0.04,0.01,0,0,0.05,,,,,,
12633,Coraline,Wii,2009,Action,D3Publisher,0.05,0,0,0,0.05,42,7,5.5,8,Papaya Studios,E10+
12634,Major League Baseball 2K11,PSP,2011,Sports,Take-Two Interactive,0.05,0,0,0.01,0.05,,,tbd,,Visual Concepts,E
12635,Front Mission 2089: Border of Madness,DS,2008,Strategy,Square Enix,0,0,0.05,0,0.05,,,,,,
12636,Dual Hearts,PS2,2002,Role-Playing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.05,70,17,tbd,,Matrix Software,E
12637,NFL Quarterback Club 2002,GC,2001,Sports,Acclaim Entertainment,0.04,0.01,0,0,0.05,53,10,tbd,,Acclaim,E
12638,Xiaolin Showdown,DS,2006,Action,Konami Digital Entertainment,0.05,0,0,0,0.05,58,7,tbd,,Razorback Developments,E
12639,Chaos;Child,PSV,2015,Adventure,5pb,0,0,0.05,0,0.05,,,,,,
12640,Hearts of Iron IV,PC,2016,Strategy,Paradox Interactive,0,0.05,0,0,0.05,83,36,6.9,306,Paradox Development Studio,
12641,Wing Commander: Prophecy,GBA,2003,Simulation,"Destination Software, Inc",0.04,0.01,0,0,0.05,70,8,8.3,7,Raylight Studios,T
12642,Drivers Ed Portable,DS,2008,Misc,JoWood Productions,0.05,0,0,0,0.05,,,tbd,,Trine Games,E
12643,Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006,Action,Atari,0.03,0.02,0,0.01,0.05,69,39,7.2,31,Double Helix Games,M
12644,"Murder, She Wrote",PC,2009,Adventure,Focus Home Interactive,0,0.04,0,0.01,0.05,,,tbd,,Legacy Interactive,T
12645,Captain America: Super Soldier,Wii,,Action,Sega,0.05,0,0,0,0.05,57,16,6,6,High Voltage Software,T
12646,Sega Soccer Slam,XB,2002,Sports,Sega,0.04,0.01,0,0,0.05,80,15,8.5,10,Black Box,E
12647,Enemy Front,PS3,2014,Shooter,City Interactive,0.01,0.04,0,0.01,0.05,43,12,6,75,CI Games,M
12648,Hakuouki: Reimeiroku,PS2,2010,Adventure,Idea Factory,0,0,0.05,0,0.05,,,,,,
12649,Vertigo,Wii,2009,Strategy,Playlogic Game Factory,0.05,0,0,0,0.05,66,4,tbd,,Icon Games,E
12650,Blood Omen 2,GC,2002,Action,Eidos Interactive,0.04,0.01,0,0,0.05,71,15,tbd,,Crystal Dynamics,M
12651,Unsolved Crimes,DS,2008,Adventure,Empire Interactive,0.04,0.01,0,0,0.05,66,20,tbd,,Now Production,T
12652,Ghostbusters (2016),PS4,2016,Action,Activision,0.04,0,0,0.01,0.05,,,,,,
12653,Shin Sangoku Musou 5 Empires,PSP,2010,Action,Tecmo Koei,0,0,0.05,0,0.05,,,,,,
12654,Air Conflicts: Aces of World War II,PSP,2009,Simulation,Graffiti,0.05,0,0,0,0.05,36,12,tbd,,Cowboy Rodeo,T
12655,Carve,XB,2004,Racing,Global Star,0.04,0.01,0,0,0.05,64,34,tbd,,Argonaut Games,E
12656,BlowOut,XB,2003,Shooter,Zoo Digital Publishing,0.04,0.01,0,0,0.05,55,11,tbd,,Terminal Reality,T
12657,GunPey,PSP,2006,Puzzle,Atari,0.05,0,0,0.01,0.05,62,24,tbd,,Q Entertainment,E10+
12658,Front Mission Evolved,PC,2010,Shooter,Square Enix,0.05,0,0,0,0.05,63,13,5.1,48,Double Helix Games,T
12659,GachiTora! Abarenbou Kyoushi in High School,PSP,2011,Action,Spike,0,0,0.05,0,0.05,,,,,,
12660,McDROID,PSP,2011,Strategy,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
12661,Bottom of the 9th '99,PS,1998,Sports,Konami Digital Entertainment,0.03,0.02,0,0,0.05,,,,,,
12662,WTA Tour Tennis,PS2,2001,Sports,Konami Digital Entertainment,0.03,0.02,0,0.01,0.05,50,9,tbd,,Konami,E
12663,Dynasty Warriors 5,XB,2005,Action,Tecmo Koei,0.04,0.01,0,0,0.05,66,22,8,4,Omega Force,T
12664,Samurai Warriors 4-II,PSV,2015,Action,Tecmo Koei,0,0,0.05,0,0.05,,,tbd,,Omega Force,T
12665,Famicom Mini: Dig Dug,GBA,2004,Puzzle,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
12666,FIFA Soccer 2003,GBA,2002,Sports,Electronic Arts,0.04,0.01,0,0,0.05,76,4,tbd,,Exient Entertainment,E
12667,Naval Ops: Commander,PS2,2004,Simulation,Tecmo Koei,0.03,0.02,0,0.01,0.05,65,12,tbd,,Micro Cabin,T
12668,The Lost Chronicles of Zerzura,PC,2012,Adventure,DTP Entertainment,0,0.05,0,0.01,0.05,76,9,6.7,15,Cranberry Production,
12669,Adventure Time: Finn & Jake Investigations,XOne,2015,Action,Little Orbit,0.03,0.02,0,0,0.05,,,,,,
12670,4 Elements,PC,2009,Puzzle,Mastertronic,0,0.04,0,0.01,0.05,,,7.4,19,Playrix Entertainment,E
12671,Uta no Prince-Sama: Music 3,PSV,2016,Action,Broccoli,0,0,0.05,0,0.05,,,,,,
12672,New Prince of Tennis: Go to the Top,3DS,2015,Action,FuRyu,0,0,0.05,0,0.05,,,,,,
12673,Virtual Villagers: A New Home,DS,2010,Simulation,PQube,0.04,0.01,0,0,0.05,,,tbd,,LDW,E
12674,Batman: A Telltale Game Series,PS3,2016,Adventure,Telltale Games,0.01,0.04,0,0.01,0.05,,,,,,
12675,Defendin' De Penguin,Wii,2008,Strategy,Zushi Games,0.05,0,0,0,0.05,,,,,,
12676,Murdered: Soul Suspect,PC,2014,Action,Square Enix,0,0.05,0,0,0.05,59,22,7.4,379,Airtight Games,M
12677,Activision Hits: Remixed,PSP,2006,Misc,Activision,0.05,0,0,0,0.05,75,10,tbd,,Digital Eclipse,E
12678,Bleach: Blade Battlers,PS2,2006,Fighting,Sony Computer Entertainment,0,0,0.05,0,0.05,,,,,,
12679,Rez,PS2,2001,Shooter,Sony Computer Entertainment,0.03,0.02,0,0.01,0.05,78,34,8.3,28,UGA,E
12680,MLB SlugFest 2006,XB,2006,Sports,Midway Games,0.04,0.01,0,0,0.05,59,15,tbd,,Blue Shift,E10+
12681,Goosebumps: The Game,3DS,2015,Adventure,WayForward Technologies,0.05,0,0,0.01,0.05,,,tbd,,WayForward,E10+
12682,Neverland Card Battles,PSP,2008,Role-Playing,Idea Factory,0.04,0,0,0.01,0.05,57,14,7.8,12,Idea Factory,T
12683,Lufia: The Ruins of Lore,GBA,2002,Role-Playing,Taito,0.04,0.01,0,0,0.05,76,12,8.3,8,Taito Corporation,E
12684,UEFA Euro 2004: Portugal,XB,2004,Sports,Electronic Arts,0.04,0.01,0,0,0.05,74,21,8.1,9,EA Canada,E
12685,Airline Tycoon 2,PC,2011,Simulation,Kalypso Media,0,0.04,0,0.01,0.05,57,4,5.5,30,Kalypso,E
12686,Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,DS,2006,Misc,Sega,0,0,0.05,0,0.05,,,,,,
12687,Taito Legends Power Up,PSP,2007,Action,Destineer,0.05,0,0,0,0.05,41,9,tbd,,Empire Oxford,E
12688,Shaman King: Soul Fight,GC,2003,Platform,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
12689,Samurai Deeper Kyo,PS,2002,Fighting,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
12690,Petz Bunnyz Bunch,DS,2011,Simulation,Ubisoft,0.05,0,0,0,0.05,,,tbd,,Ubisoft,E
12691,Project Setsuna,PSV,2016,Role-Playing,Square Enix,0,0,0.05,0,0.05,,,,,,
12692,Medabots: Infinity,GC,2003,Role-Playing,Ubisoft,0.04,0.01,0,0,0.05,51,6,8,7,Imagineer,E
12693,MotoGP 15,PS3,2015,Racing,Milestone S.r.l.,0,0.02,0.03,0,0.05,,,tbd,,Milestone S.r.l,E10+
12694,Criminal Girls 2,PSV,2015,Role-Playing,Nippon Ichi Software,0.01,0.01,0.03,0.01,0.05,,,,,,
12695,Omega Labyrinth,PSV,2015,Role-Playing,D3Publisher,0,0,0.05,0,0.05,,,,,,
12696,Zapper: One Wicked Cricket!,XB,2002,Platform,Infogrames,0.04,0.01,0,0,0.05,,,,,,
12697,Jirou Akagawa: Majotachi no Nemuri,SNES,1995,Adventure,Pack-In-Video,0,0,0.05,0,0.05,,,,,,
12698,PopStar Guitar,Wii,2008,Misc,Midway Games,0.03,0.02,0,0,0.05,,,tbd,,Broadsword Interactive,T
12699,Bust-A-Bloc,PS2,2002,Puzzle,Midas Interactive Entertainment,0,0,0.05,0,0.05,,,,,,
12700,Pucca Power Up,DS,2011,Platform,Rising Star Games,0.04,0.01,0,0,0.05,,,tbd,,Rising Star Games,E
12701,Sitting Ducks,PS2,2003,Platform,LSP Games,0.03,0.02,0,0.01,0.05,,,,,Asobo Studio,E
12702,Puyo Puyo 7,Wii,2009,Puzzle,Sega,0,0,0.05,0,0.05,,,,,,
12703,My Fitness Coach: Club,Wii,2011,Sports,Ubisoft,0,0.05,0,0.01,0.05,,,,,,
12704,IL-2 Sturmovik: Cliffs of Dover,PC,2011,Simulation,Ubisoft,0,0.04,0,0.01,0.05,60,13,7.1,114,1C: Maddox Games,T
12705,Nobunaga's Ambition: Sphere of Influence,PSV,2014,Strategy,Tecmo Koei,0,0,0.05,0,0.05,,,,,,
12706,NFL Blitz Pro,XB,2003,Sports,Midway Games,0.04,0.01,0,0,0.05,71,14,6.6,8,Midway,E
12707,Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii,2013,Misc,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
12708,Mountain Bike Adrenaline,PS2,,Sports,Unknown,0.03,0.02,0,0.01,0.05,,,tbd,,Fresh 3D,E
12709,Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,2013,Action,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
12710,Hi-Octane: The Track Fights Back!,PS,1995,Racing,Electronic Arts,0.03,0.02,0,0,0.05,,,,,,
12711,Black Sigil: Blade of the Exiled,DS,2009,Role-Playing,Graffiti,0.05,0,0,0,0.05,58,24,7.5,20,Studio Archcraft,E
12712,Death Jr. II: Root of Evil,PSP,2006,Platform,Konami Digital Entertainment,0.05,0,0,0,0.05,68,34,7.3,9,Backbone Entertainment,T
12713,Wakeboarding Unleashed Featuring Shaun Murray,XB,2003,Sports,Activision,0.04,0.01,0,0,0.05,80,23,8.8,9,Shaba Games,E
12714,Mighty No. 9,PS4,2016,Platform,Deep Silver,0.04,0,0,0.01,0.05,52,64,3.5,282,Inti Creates,E10+
12715,Touch 'N' Play Collection,DS,2010,Misc,O-Games,0.03,0.01,0,0,0.05,,,tbd,,O-Games,E
12716,Doraemon 2: Nobita no Toizurando Daibouken,SNES,1993,Role-Playing,Epoch,0,0,0.05,0,0.05,,,,,,
12717,Samurai Champloo: Sidetracked,PS2,2006,Action,Namco Bandai Games,0.03,0.02,0,0.01,0.05,66,26,7.2,6,Grasshopper Manufacture,T
12718,Dead or Alive Xtreme 3: Fortune,PS4,2016,Sports,Tecmo Koei,0,0,0.05,0,0.05,43,9,7.8,110,Team Ninja,
12719,Drill Dozer,GBA,,Platform,Unknown,0.04,0.01,0,0,0.05,81,34,8.3,10,Game Freak,E
12720,Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,DS,2007,Action,Takara Tomy,0,0,0.05,0,0.05,,,,,,
12721,Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,2010,Action,Hudson Soft,0,0,0.05,0,0.05,,,,,,
12722,Fatal Fury: Wild Ambition,PS,1999,Fighting,SNK Playmore,0.03,0.02,0,0,0.05,,,,,,
12723,Mister Slime,DS,2008,Action,SouthPeak Games,0.05,0,0,0,0.05,59,12,tbd,,Lexis Numerique,E
12724,Winning Post 8,PS3,2014,Racing,Tecmo Koei,0,0,0.05,0,0.05,,,,,,
12725,Learn Science,DS,2010,Misc,DreamCatcher Interactive,0.05,0,0,0,0.05,,,tbd,,Dreamcatcher,E
12726,Medal of Honor: Airborne,PC,2007,Shooter,Electronic Arts,0,0.04,0,0.01,0.05,78,38,7.3,204,Electronic Arts,T
12727,Dengeki Gakuen RPG: Cross of Venus,DS,2009,Role-Playing,ASCII Media Works,0,0,0.05,0,0.05,,,,,,
12728,Judge Dredd,PS,1997,Platform,Gremlin Interactive Ltd,0.03,0.02,0,0,0.05,,,,,,
12729,Minna no Ennichi,3DS,2012,Action,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
12730,Domino Rally,Wii,2007,Action,Nordcurrent,0.05,0,0,0,0.05,57,4,tbd,,RED Entertainment,E
12731,King Arthur,XB,2004,Action,Konami Digital Entertainment,0.04,0.01,0,0,0.05,61,15,tbd,,Krome Studios,T
12732,Bass Rise,PS,1999,Sports,Namco Bandai Games,0.03,0.02,0,0,0.05,,,,,,
12733,Dynamite Headdy,GEN,1993,Platform,Sega,0,0,0.05,0,0.05,,,,,,
12734,Choujikuu Yousai Macross: Do You Remember Love,PS3,2012,Shooter,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
12735,Arcania: Gothic 4,PS4,2015,Role-Playing,Nordic Games,0.04,0,0,0.01,0.05,,,,,,
12736,Match 3 Madness,DS,2010,Puzzle,Foreign Media Games,0,0.05,0,0.01,0.05,,,tbd,,Most Wanted Entertainment,E
12737,Countdown: The Game,Wii,2009,Puzzle,Mindscape,0,0.05,0,0,0.05,,,,,,
12738,Rockin' Pretty,DS,2009,Misc,Arc System Works,0.05,0,0,0,0.05,,,tbd,,Arc System Works,E
12739,Men of War: Assault Squad,PC,2011,Strategy,1C Company,0.01,0.03,0,0.01,0.05,77,21,8.2,93,"THQ, 1C, 1C Company",T
12740,Persona 2: Eternal Punishment,PSP,2012,Role-Playing,Atlus,0,0,0.05,0,0.05,,,,,,
12741,Dragon's Lair 3D: Return to the Lair,XB,2002,Platform,Ubisoft,0.04,0.01,0,0,0.05,,,,,,
12742,Rhapsody: A Musical Adventure,DS,2008,Role-Playing,Nippon Ichi Software,0.05,0,0,0,0.05,67,24,6.8,12,Nippon Ichi Software,E
12743,Growlanser: Heritage of War (jp sales),PS2,2006,Role-Playing,Rising Star Games,0,0,0.05,0,0.05,,,,,,
12744,Myst IV: Revelation,XB,2005,Adventure,Ubisoft,0.04,0.01,0,0,0.05,75,17,tbd,,Ubisoft Montreal,T
12745,Sled Shred featuring the Jamaican Bobsled Team,Wii,2010,Sports,SouthPeak Games,0.05,0,0,0,0.05,,,tbd,,Just For Fun,E
12746,Pachinko Wars II,SNES,1993,Misc,Coconuts Japan,0,0,0.05,0,0.05,,,,,,
12747,Jake Power: Policeman,DS,2008,Adventure,Ubisoft,0.05,0,0,0,0.05,,,tbd,,Ubisoft,E
12748,The Nightmare of Druaga: Fushigino Dungeon,PS2,2004,Role-Playing,Arika,0.03,0.02,0,0.01,0.05,,,,,,
12749,Dead Island Definitive Collection,XOne,2016,Action,Deep Silver,0.02,0.03,0,0,0.05,67,10,4.9,18,Techland,M
12750,PAC-MAN and the Ghostly Adventures,WiiU,2013,Platform,Namco Bandai Games,0.03,0.01,0,0,0.05,58,9,6.5,16,"Namco Bandai Games, Monkey Bar Games",E10+
12751,Animal Planet: Vet Collection,DS,2010,Simulation,Activision,0.05,0,0,0,0.05,,,tbd,,Activision,E
12752,Lernerfolg Vorschule: Capt'n Sharky,DS,2009,Misc,Tivola,0,0.04,0,0.01,0.05,,,,,,
12753,Virtua Striker 2002,GC,2002,Sports,Sega,0.01,0,0.03,0,0.05,58,20,6,5,Amusement Vision,E
12754,WRC 5: FIA World Rally Championship,PS4,2015,Sports,Bigben Interactive,0,0.05,0,0.01,0.05,,,,,,
12755,UEFA Champions League 2006-2007,X360,2007,Sports,Electronic Arts,0.04,0.01,0,0,0.05,72,27,8.2,10,EA Canada,E
12756,Fate/Unlimited Codes Portable,PSP,2009,Fighting,Capcom,0,0,0.05,0,0.05,,,,,,
12757,Centipede: Infestation,Wii,2011,Shooter,Atari,0.05,0,0,0,0.05,,,tbd,,WayForward,E10+
12758,F1 2015,PC,2015,Racing,Codemasters,0,0.05,0,0,0.05,61,13,3.6,63,Codemasters,E
12759,Game no Kanzume Vol 2,SCD,1994,Misc,Sega,0,0,0.05,0,0.05,,,,,,
12760,Luminous Arc Infinity,PSV,2015,Action,Marvel Entertainment,0,0,0.05,0,0.05,,,,,,
12761,Disney's PK: Out of the Shadows,GC,2002,Platform,Ubisoft,0.04,0.01,0,0,0.05,46,10,tbd,,Ubisoft,E
12762,Aliens in the Attic,DS,2009,Action,Playlogic Game Factory,0.05,0,0,0,0.05,58,7,6,5,Engine Software,E10+
12763,JoJo no Kimy? na B?ken Fantomu Buraddo,PS2,2006,Action,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
12764,The Idolmaster 2,X360,2011,Simulation,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
12765,Hunted: The Demon's Forge,PC,2011,Action,Bethesda Softworks,0.03,0.01,0,0,0.05,61,21,6.6,127,InXile Entertainment,M
12766,Powerdrome,PS2,2004,Racing,Evolved Games,0.03,0.02,0,0.01,0.05,54,4,tbd,,Argonaut Games,T
12767,Dreamer Series: Puppy Trainer,DS,2008,Simulation,DreamCatcher Interactive,0.05,0,0,0,0.05,,,tbd,,Dreamcatcher,E
12768,SingStar Mallorca Party,PS3,2009,Misc,Sony Computer Entertainment,0,0.04,0,0.01,0.05,,,,,,
12769,Pro Yakyuu Spirits 5 Kanzenban,PS2,2008,Sports,Konami Digital Entertainment,0,0,0.05,0,0.05,,,,,,
12770,Shin Sangoku Musou 5 Special,PSP,2009,Action,Tecmo Koei,0,0,0.05,0,0.05,,,,,,
12771,Major Minor's Majestic March,Wii,2009,Misc,Majesco Entertainment,0.05,0,0,0,0.05,46,16,tbd,,NanaOn-Sha,E
12772,Pony Friends: Mini Breeds Edition,DS,2008,Simulation,Eidos Interactive,0.05,0,0,0,0.05,,,tbd,,"Eidos Interactive, Tantalus Interactive",E
12773,Otogi 2: Immortal Warriors,XB,2003,Action,Sega,0.04,0.01,0,0,0.05,79,43,8.3,12,From Software,T
12774,Legend of Kay,PS2,2005,Action,JoWood Productions,0.03,0.02,0,0.01,0.05,72,30,7.3,18,Neon Studios,E10+
12775,Walt Disney Pictures Presents Enchanted,DS,2007,Platform,Disney Interactive Studios,0.04,0.01,0,0,0.05,,,,,,
12776,Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,Konami Digital Entertainment,0.05,0,0,0,0.05,49,11,6.3,12,Immersion Software & Graphics,T
12777,Piglet's Big Game,GC,2003,Platform,Gotham Games,0.04,0.01,0,0,0.05,70,4,8,5,Doki Denki,E
12778,Tom Clancy's HAWX 2,PC,2010,Action,Ubisoft,0,0.04,0,0.01,0.05,66,12,3.8,47,Ubisoft,T
12779,Myth Makers: Orbs of Doom,Wii,2007,Puzzle,Popcorn Arcade,0.05,0,0,0,0.05,,,1.1,8,Data Design Interactive,E
12780,Fallout: Brotherhood of Steel,XB,2004,Role-Playing,Avalon Interactive,0.04,0.01,0,0,0.05,66,33,5.5,23,Interplay,M
12781,Koi to Senkyo to Chocolate Portable,PSP,2012,Adventure,Kadokawa Shoten,0,0,0.05,0,0.05,,,,,,
12782,IndyCar Series,XB,2003,Racing,Codemasters,0.04,0.01,0,0,0.05,71,8,7.8,5,Codemasters,E
12783,Strawberry Shortcake: Strawberryland Games,DS,2006,Action,Game Factory,0.05,0,0,0,0.05,,,tbd,,Gorilla Systems,E
12784,Ultra Bust-A-Move,XB,2004,Puzzle,505 Games,0.04,0.01,0,0,0.05,74,12,tbd,,Taito Corporation,E
12785,Rally Fusion: Race of Champions,XB,2002,Racing,Activision,0.04,0.01,0,0,0.05,69,16,tbd,,Climax Group,E
12786,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,2016,Action,Activision,0.01,0.03,0,0.01,0.05,,,3.4,14,PlatinumGames,T
12787,Sherlock Holmes: Crimes & Punishments,X360,2014,Adventure,Focus Home Interactive,0.03,0.02,0,0,0.05,,,,,,
12788,Piglet's Big Game,GBA,2003,Platform,THQ,0.04,0.01,0,0,0.05,,,,,,
12789,Killing Floor 2,PS4,2016,Shooter,Tripwire Interactive,0.03,0.01,0,0.01,0.05,76,39,8,57,Tripwire Interactive,M
12790,Pinball Hall of Fame: The Gottlieb Collection,GC,2005,Misc,Crave Entertainment,0.04,0.01,0,0,0.05,,,,,,
12791,Ferrari F355 Challenge,PS2,2002,Racing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.05,70,14,4.4,5,Sega AM2,E
12792,Adventure Time: Finn & Jake Investigations,WiiU,2015,Action,Little Orbit,0.03,0.02,0,0,0.05,,,,,,
12793,Mr Bean's Wacky World of Wii,Wii,2009,Adventure,Blast! Entertainment Ltd,0,0.05,0,0,0.05,,,tbd,,Blast! Entertainment Ltd,E
12794,Tiny Toon Adventures: Toonenstein - Dare to Scare,PS,1998,Action,Swing! Entertainment,0.03,0.02,0,0,0.05,,,,,,
12795,My Horse & Me: Riding for Gold,Wii,2008,Sports,Atari,0.04,0.01,0,0,0.05,,,,,,
12796,Mortal Kombat X,PC,2015,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0,0,0.05,76,10,5.1,475,High Voltage Software,M
12797,TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS,2010,Fighting,Hudson Soft,0,0,0.05,0,0.05,,,,,,
12798,Cities in Motion,PC,2011,Simulation,Paradox Interactive,0,0.04,0,0.01,0.05,70,20,7.7,105,Colossal Order,E
12799,Shifters,PS2,2002,Adventure,3DO,0.03,0.02,0,0.01,0.05,37,12,5.9,8,3DO,T
12800,Samantha Swift and the Hidden Roses of Athena,DS,2010,Adventure,Unknown,0.04,0.01,0,0,0.05,,,tbd,,Navarre Corp,E
12801,RPG Tsukuru DS,DS,2010,Role-Playing,Enterbrain,0,0,0.05,0,0.05,,,,,,
12802,To Heart 2: Dungeon Travelers,PSV,2015,Adventure,Aqua Plus,0,0,0.05,0,0.05,,,,,,
12803,Bladestorm: Nightmare,XOne,2015,Action,Tecmo Koei,0.03,0.02,0,0,0.05,48,6,7.1,8,Omega Force,T
12804,TNA iMPACT: Cross the Line,PSP,2010,Fighting,SouthPeak Games,0.05,0,0,0,0.05,50,6,6.5,4,Point of View,T
12805,Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,2008,Role-Playing,Sega,0,0,0.05,0,0.05,,,,,,
12806,Kamen Rider: Dragon Knight,DS,2009,Fighting,D3Publisher,0.05,0,0,0,0.05,,,tbd,,Natsume,T
12807,The BIGS 2,DS,2009,Sports,Take-Two Interactive,0.05,0,0,0,0.05,,,tbd,,Blue Castle Games,E
12808,Sacred 3,X360,2014,Role-Playing,Deep Silver,0.03,0.02,0,0,0.05,51,11,4.1,42,Deep Silver,M
12809,Captain America: Super Soldier,DS,,Action,Sega,0.05,0,0,0,0.05,,,,,,
12810,Venetica,PC,2009,Role-Playing,DTP Entertainment,0,0.04,0,0.01,0.05,61,17,6.8,51,Deck 13,T
12811,Operation Flashpoint: Dragon Rising,PC,2009,Shooter,Codemasters,0.02,0.03,0,0.01,0.05,76,29,4.9,539,Codemasters,M
12812,Princess on Ice,DS,2008,Sports,505 Games,0.04,0.01,0,0,0.05,,,tbd,,Arc System Works,E
12813,Lagoon,SNES,1991,Role-Playing,Kemco,0,0,0.05,0,0.05,,,,,,
12814,Sesame Street: Cookie's Counting Carnival,PC,2010,Misc,Warner Bros. Interactive Entertainment,0.05,0,0,0,0.05,,,tbd,,Black Lantern Studios,EC
12815,Jewel Legends: Tree of Life,DS,2011,Puzzle,Rising Star Games,0,0.04,0,0.01,0.05,,,tbd,,Rising Star Games,E
12816,Wasteland 2,XOne,2015,Role-Playing,Deep Silver,0.04,0.01,0,0.01,0.05,77,13,7.1,56,InXile Entertainment,M
12817,DoDonPachi Resurrection,X360,2010,Shooter,Rising Star Games,0,0.04,0,0.01,0.05,77,10,8.6,16,Cave,
12818,Trick x Logic: Season 1,PSP,2010,Adventure,Sony Computer Entertainment,0,0,0.05,0,0.05,,,,,,
12819,Mawashite Tsunageru Touch Panic,DS,2006,Puzzle,Nintendo,0,0,0.05,0,0.05,,,,,,
12820,MorphX,X360,2010,Shooter,505 Games,0.05,0,0,0,0.05,33,4,6.6,15,"Buka Entertainment, Targem Games",M
12821,Monster! Bass Fishing,GBA,2003,Sports,Ignition Entertainment,0.04,0.01,0,0,0.05,,,,,,
12822,Sigma Star Saga,GBA,2005,Role-Playing,Atari,0.04,0.01,0,0,0.05,68,34,8.2,6,WayForward,E10+
12823,Winning Post 7 2010,PSP,2010,Sports,Tecmo Koei,0,0,0.05,0,0.05,,,,,,
12824,Imagine Animal Doctor Care Center,DS,2010,Simulation,Ubisoft,0.05,0,0,0,0.05,,,tbd,,Ubisoft,E
12825,Air Traffic Chaos,DS,2007,Simulation,Ertain,0.05,0,0,0,0.05,66,8,tbd,,Sonic Powered,E
12826,Batman: Gotham City Racer,PS,2001,Racing,Ubisoft,0.03,0.02,0,0,0.05,,,,,,
12827,Game of Thrones (Telltale),PS4,2015,Adventure,Telltale Games,0.04,0,0,0.01,0.05,,,,,,
